GENESIS-Tabelle: 12421-0002
Vorausberechneter Bevölkerungsstand: Deutschland, Stichtag,;;;;;;
Varianten der Bevölkerungsvorausberechnung, Geschlecht,;;;;;;
Altersjahre;;;;;;
Bevölkerungsvorausberechnungen;;;;;;
Deutschland;;;;;;
Vorausberechneter Bevölkerungsstand (1000);;;;;;
;;;;Stichtag;Stichtag;Stichtag
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;13-Jährige;390;412;435
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;14-Jährige;388;414;434
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;15-Jährige;381;417;434
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;16-Jährige;386;421;434
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;17-Jährige;396;426;435
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;18-Jährige;400;433;438
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;19-Jährige;412;442;442
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;20-Jährige;429;451;447
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;21-Jährige;457;461;453
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;22-Jährige;474;472;460
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;23-Jährige;489;481;467
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;24-Jährige;514;491;474
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;25-Jährige;509;501;481
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;26-Jährige;500;509;488
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;27-Jährige;507;517;495
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;28-Jährige;521;524;502
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;29-Jährige;527;529;508
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;30-Jährige;544;534;514
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;31-Jährige;592;537;521
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;32-Jährige;581;539;526
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;33-Jährige;594;541;532
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;34-Jährige;579;546;537
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;35-Jährige;565;534;542
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;36-Jährige;547;528;547
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;37-Jährige;541;514;551
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;38-Jährige;540;513;555
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;39-Jährige;549;504;558
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;40-Jährige;540;512;560
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;41-Jährige;541;506;561
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;42-Jährige;514;514;562
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;43-Jährige;506;511;561
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;44-Jährige;501;504;564
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;45-Jährige;490;506;551
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;46-Jährige;477;513;543
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;47-Jährige;481;512;528
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;48-Jährige;483;517;525
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;49-Jährige;522;527;514
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;50-Jährige;573;545;519
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;51-Jährige;592;553;510
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;52-Jährige;635;559;516
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;53-Jährige;662;573;510
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;54-Jährige;677;560;499
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;55-Jährige;692;543;498
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;56-Jährige;692;541;501
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;57-Jährige;700;545;497
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;58-Jährige;690;543;498
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;59-Jährige;662;550;503
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;60-Jährige;646;586;516
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;61-Jährige;619;566;519
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;62-Jährige;597;569;520
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;63-Jährige;559;546;528
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;64-Jährige;540;524;511
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;65-Jährige;518;498;491
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;66-Jährige;494;483;483
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;67-Jährige;475;472;482
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;68-Jährige;452;468;474
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;69-Jährige;445;451;474
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;70-Jährige;430;440;499
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;71-Jährige;424;408;476
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;72-Jährige;404;390;471
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;73-Jährige;364;375;446
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;74-Jährige;333;355;421
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;75-Jährige;283;334;393
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;76-Jährige;240;324;373
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;77-Jährige;314;313;356
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;78-Jährige;309;324;345
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;79-Jährige;288;338;322
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;80-Jährige;332;331;304
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;81-Jährige;329;334;271
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;82-Jährige;304;325;248
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;83-Jährige;262;308;226
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;84-Jährige;223;288;201
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;85-Jährige;194;261;176
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;86-Jährige;165;237;157
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;87-Jährige;133;205;138
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;88-Jährige;91;171;128
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;89-Jährige;76;142;119
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;90-Jährige;63;114;102
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;91-Jährige;53;90;89
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;92-Jährige;40;67;73
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;93-Jährige;30;50;58
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;94-Jährige;20;37;44
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;95-Jährige;14;26;32
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;96-Jährige;9;18;23
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;97-Jährige;5;12;16
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;98-Jährige;3;8;10
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;99-Jährige;2;5;6
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;100 Jahre und mehr;3;7;9
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;Insgesamt;41230;40946;40793
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;unter 1 Jahr;386;389;388
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;1-Jährige;389;390;392
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;2-Jährige;392;391;396
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;3-Jährige;395;392;401
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;4-Jährige;396;393;405
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;5-Jährige;402;393;408
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;6-Jährige;387;392;411
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;7-Jährige;382;392;414
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;8-Jährige;368;393;416
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;9-Jährige;367;393;418
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;10-Jährige;359;394;419
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;11-Jährige;368;395;420
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;12-Jährige;361;397;421
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;13-Jährige;371;399;420
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;14-Jährige;367;401;420
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;15-Jährige;360;403;419
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;16-Jährige;365;407;419
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;17-Jährige;374;411;419
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;18-Jährige;376;418;422
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;19-Jährige;386;426;426
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;20-Jährige;399;436;432
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;21-Jährige;423;447;439
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;22-Jährige;429;458;447
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;23-Jährige;446;468;454
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;24-Jährige;467;478;462
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;25-Jährige;466;488;469
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;26-Jährige;457;497;477
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;27-Jährige;465;505;484
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;28-Jährige;481;512;491
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;29-Jährige;490;518;498
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;30-Jährige;507;524;505
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;31-Jährige;551;528;512
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;32-Jährige;546;531;518
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;33-Jährige;556;533;525
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;34-Jährige;545;539;531
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;35-Jährige;538;526;537
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;36-Jährige;522;521;542
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;37-Jährige;520;508;547
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;38-Jährige;522;506;551
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;39-Jährige;532;499;555
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;40-Jährige;531;507;558
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;41-Jährige;533;500;560
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;42-Jährige;508;510;561
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;43-Jährige;500;506;561
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;44-Jährige;495;498;566
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;45-Jährige;486;502;551
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;46-Jährige;472;509;544
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;47-Jährige;479;508;529
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;48-Jährige;482;511;526
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;49-Jährige;518;518;516
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;50-Jährige;567;533;522
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;51-Jährige;587;531;513
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;52-Jährige;626;539;520
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;53-Jährige;654;552;514
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;54-Jährige;670;543;504
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;55-Jährige;685;527;505
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;56-Jährige;684;528;509
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;57-Jährige;696;536;505
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;58-Jährige;689;538;506
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;59-Jährige;667;547;510
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;60-Jährige;657;582;522
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;61-Jährige;634;570;517
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;62-Jährige;614;573;522
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;63-Jährige;578;555;532
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;64-Jährige;563;542;520
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;65-Jährige;547;520;502
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;66-Jährige;530;510;499
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;67-Jährige;521;505;504
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;68-Jährige;504;506;502
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;69-Jährige;500;497;507
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;70-Jährige;487;491;535
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;71-Jährige;483;461;520
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;72-Jährige;462;446;518
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;73-Jährige;417;433;498
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;74-Jährige;389;417;481
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;75-Jährige;336;396;457
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;76-Jährige;294;393;443
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;77-Jährige;386;385;432
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;78-Jährige;385;402;426
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;79-Jährige;365;426;410
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;80-Jährige;436;425;396
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;81-Jährige;446;436;361
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;82-Jährige;424;434;338
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;83-Jährige;376;422;315
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;84-Jährige;333;406;290
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;85-Jährige;301;377;260
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;86-Jährige;269;353;242
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;87-Jährige;227;318;220
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;88-Jährige;164;276;211
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;89-Jährige;145;239;202
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;90-Jährige;128;199;180
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;91-Jährige;115;164;161
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;92-Jährige;93;128;139
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;93-Jährige;74;101;114
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;94-Jährige;56;77;92
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;95-Jährige;43;57;70
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;96-Jährige;32;42;53
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;97-Jährige;22;29;37
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;98-Jährige;15;21;25
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;99-Jährige;11;14;17
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;100 Jahre und mehr;16;22;27
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);weiblich;Insgesamt;42322;42583;42409
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;unter 1 Jahr;791;798;795
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;1-Jährige;798;800;803
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;2-Jährige;804;802;812
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;3-Jährige;808;803;820
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;4-Jährige;810;803;828
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;5-Jährige;821;803;835
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;6-Jährige;794;802;840
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;7-Jährige;783;801;845
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;8-Jährige;756;801;849
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;9-Jährige;753;802;852
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;10-Jährige;737;803;855
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;11-Jährige;754;805;856
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;12-Jährige;741;807;856
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;13-Jährige;760;810;855
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;14-Jährige;755;815;854
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;15-Jährige;741;820;853
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;16-Jährige;751;827;853
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;17-Jährige;770;837;854
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;18-Jährige;776;851;860
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;19-Jährige;798;868;868
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;20-Jährige;829;887;879
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;21-Jährige;880;908;892
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;22-Jährige;903;929;906
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;23-Jährige;935;950;921
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;24-Jährige;981;970;935
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;25-Jährige;975;989;950
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;26-Jährige;958;1006;965
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;27-Jährige;973;1022;979
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;28-Jährige;1002;1036;993
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;29-Jährige;1017;1048;1006
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;30-Jährige;1051;1058;1020
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;31-Jährige;1143;1065;1032
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;32-Jährige;1127;1070;1045
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;33-Jährige;1150;1073;1057
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;34-Jährige;1124;1085;1068
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;35-Jährige;1103;1060;1079
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;36-Jährige;1069;1049;1089
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;37-Jährige;1061;1022;1098
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;38-Jährige;1062;1019;1106
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;39-Jährige;1081;1003;1113
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;40-Jährige;1071;1019;1118
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;41-Jährige;1075;1006;1121
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;42-Jährige;1022;1024;1123
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;43-Jährige;1006;1018;1122
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;44-Jährige;996;1002;1130
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;45-Jährige;976;1009;1101
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;46-Jährige;949;1022;1087
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;47-Jährige;960;1019;1057
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;48-Jährige;965;1028;1050
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;49-Jährige;1041;1044;1030
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;50-Jährige;1140;1078;1041
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);Insgesamt;51-Jährige;1179;1083;1024
